TEAM,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
MIN,W,265,112,42,89,47.2,9,23,39.1,19,25,76,8,32,40,24,10,2,8,19
LAL,W,240,115,42,88,47.7,17,39,43.6,14,16,87.5,10,39,49,25,8,6,17,23
NYK,W,239,110,43,85,50.6,12,27,44.4,12,13,92.3,8,31,39,30,10,3,15,22
DET,W,240,119,47,89,52.8,15,35,42.9,10,10,100,7,40,47,27,12,4,11,21
BOS,W,240,110,46,102,45.1,6,24,25,12,15,80,20,42,62,22,6,6,13,14
NOP,W,239,122,52,88,59.1,5,19,26.3,13,19,68.4,11,40,51,30,11,5,19,20
OKC,W,241,137,47,85,55.3,20,43,46.5,23,32,71.9,8,37,45,32,8,3,14,23
PHI,W,240,130,52,105,49.5,15,36,41.7,11,15,73.3,17,40,57,35,15,7,12,17
SAC,W,240,96,38,80,47.5,7,26,26.9,13,20,65,6,42,48,22,6,3,11,14
MIA,W,265,116,46,106,43.4,11,26,42.3,13,20,65,19,37,56,26,8,7,9,18
POR,W,240,102,41,89,46.1,9,24,37.5,11,16,68.8,7,39,46,19,9,9,10,22
ORL,W,239,101,33,77,42.9,13,32,40.6,22,27,81.5,6,36,42,20,6,7,16,27
UTA,W,240,119,48,90,53.3,13,35,37.1,10,13,76.9,12,42,54,25,10,6,15,20
CHA,W,240,119,46,99,46.5,18,42,42.9,9,12,75,13,42,55,27,5,7,6,8
PHI,W,238,121,43,87,49.4,17,37,45.9,18,30,60,11,43,54,29,7,8,18,22
PHX,W,240,124,48,76,63.2,13,26,50,15,21,71.4,5,41,46,35,5,6,14,16
WAS,W,240,113,41,83,49.4,15,30,50,16,20,80,10,41,51,32,8,3,20,24
HOU,W,239,105,37,88,42,16,47,34,15,16,93.8,8,41,49,19,9,5,18,19
TOR,W,239,108,46,87,52.9,12,39,30.8,4,4,100,8,40,48,27,3,5,9,17
CLE,W,240,123,40,85,47.1,19,45,42.2,24,28,85.7,7,35,42,29,9,2,10,15
SAS,W,241,98,34,82,41.5,6,27,22.2,24,29,82.8,11,34,45,18,6,6,8,14
DEN,W,239,88,31,83,37.3,6,26,23.1,20,26,76.9,10,42,52,22,7,5,12,18
NOP,W,241,113,44,95,46.3,11,30,36.7,14,20,70,9,41,50,34,13,10,7,18
OKC,W,241,115,35,81,43.2,14,35,40,31,38,81.6,7,36,43,21,9,4,9,15
BKN,W,241,114,41,82,50,18,42,42.9,14,15,93.3,6,32,38,32,8,10,17,15
MIL,W,240,102,39,91,42.9,9,26,34.6,15,18,83.3,12,44,56,26,13,2,16,18
MIN,W,240,113,42,87,48.3,7,22,31.8,22,26,84.6,18,34,52,27,10,7,17,18
PHI,W,239,109,46,91,50.5,8,27,29.6,9,14,64.3,9,43,52,32,9,4,10,19
GSW,W,241,117,47,90,52.2,13,32,40.6,10,15,66.7,5,36,41,27,9,7,11,15
ATL,W,239,112,43,86,50,15,35,42.9,11,14,78.6,5,32,37,23,7,4,13,19
IND,W,240,123,50,93,53.8,9,25,36,14,18,77.8,7,32,39,27,11,1,14,22
MEM,W,240,130,48,83,57.8,16,33,48.5,18,24,75,8,35,43,36,11,4,12,18
UTA,W,239,112,42,83,50.6,13,36,36.1,15,22,68.2,7,38,45,35,8,4,18,24
TOR,W,239,112,39,78,50,17,40,42.5,17,24,70.8,6,41,47,28,8,5,17,21
DEN,W,241,134,53,85,62.4,12,29,41.4,16,23,69.6,7,26,33,36,4,6,7,26
BKN,W,239,124,46,92,50,24,55,43.6,8,11,72.7,5,41,46,36,11,10,13,18
NOP,W,240,126,49,87,56.3,11,27,40.7,17,22,77.3,4,30,34,39,15,6,8,16
SAS,W,240,116,47,84,56,7,21,33.3,15,21,71.4,4,32,36,21,12,3,7,12
OKC,W,241,108,36,91,39.6,10,33,30.3,26,33,78.8,15,27,42,21,11,5,12,20
MIL,W,240,115,45,93,48.4,10,25,40,15,17,88.2,12,36,48,30,6,10,10,13
ATL,W,239,103,38,79,48.1,11,33,33.3,16,23,69.6,7,43,50,24,5,5,18,22
NOP,W,241,122,45,99,45.5,16,38,42.1,16,20,80,13,42,55,29,9,7,15,22
PHI,W,239,132,50,101,49.5,14,39,35.9,18,21,85.7,11,33,44,35,11,7,12,23
BOS,W,241,111,45,81,55.6,14,34,41.2,7,17,41.2,6,40,46,35,9,6,18,15
NYK,W,239,122,45,89,50.6,18,37,48.6,14,21,66.7,9,42,51,33,7,5,12,23
TOR,W,240,92,36,84,42.9,9,30,30,11,16,68.8,9,43,52,27,9,8,19,17
MIN,W,239,113,43,100,43,8,26,30.8,19,26,73.1,18,30,48,25,14,8,5,24
DET,W,265,113,46,92,50,12,30,40,9,17,52.9,6,43,49,24,6,4,11,19
CHA,W,239,137,48,86,55.8,17,31,54.8,24,26,92.3,9,41,50,32,4,5,9,15
SAC,W,241,94,40,85,47.1,6,24,25,8,12,66.7,10,32,42,23,8,5,15,21
UTA,W,241,117,44,83,53,10,27,37,19,28,67.9,10,28,38,27,7,8,9,22
IND,W,239,126,50,93,53.8,15,29,51.7,11,15,73.3,13,34,47,32,11,3,12,24
CLE,W,240,119,42,77,54.5,13,27,48.1,22,28,78.6,5,30,35,26,10,3,16,14
BKN,W,240,119,41,75,54.7,19,39,48.7,18,21,85.7,4,37,41,30,3,12,17,21
DEN,W,240,100,35,89,39.3,11,36,30.6,19,22,86.4,13,34,47,21,3,7,10,17
HOU,W,239,96,34,73,46.6,13,37,35.1,15,24,62.5,6,32,38,16,10,5,15,16
ORL,W,241,105,39,86,45.3,8,29,27.6,19,27,70.4,12,35,47,27,4,10,13,15
NOP,W,238,123,45,86,52.3,16,36,44.4,17,19,89.5,11,37,48,32,14,7,16,19
MIA,W,240,115,42,94,44.7,17,38,44.7,14,17,82.4,10,44,54,23,9,10,11,17
PHI,W,240,115,44,89,49.4,13,30,43.3,14,19,73.7,7,37,44,32,11,3,13,17
LAL,W,265,122,47,86,54.7,13,24,54.2,15,18,83.3,4,40,44,32,4,3,13,22
TOR,W,240,96,40,92,43.5,10,33,30.3,6,8,75,12,36,48,23,10,6,10,25
MIL,W,241,106,43,79,54.4,5,20,25,15,21,71.4,9,32,41,27,6,5,15,23
LAC,W,240,113,37,82,45.1,5,16,31.3,34,43,79.1,12,35,47,21,8,2,14,23
CLE,W,238,112,38,77,49.4,13,30,43.3,23,26,88.5,2,40,42,18,8,6,12,17
UTA,W,240,117,43,89,48.3,14,33,42.4,17,27,63,14,33,47,29,10,5,14,22
GSW,W,240,111,41,83,49.4,8,29,27.6,21,24,87.5,6,34,40,27,9,5,13,25
DAL,W,241,115,42,92,45.7,17,44,38.6,14,20,70,8,35,43,27,8,5,7,16
MIA,W,242,101,41,91,45.1,8,33,24.2,11,13,84.6,11,35,46,22,10,8,14,16
PHI,W,238,121,50,91,54.9,9,21,42.9,12,18,66.7,7,48,55,28,10,10,10,22
DEN,W,240,107,41,89,46.1,10,32,31.3,15,20,75,13,36,49,31,10,8,16,19
ORL,W,241,97,37,88,42,11,36,30.6,12,18,66.7,11,42,53,28,7,5,11,12
HOU,W,240,120,43,84,51.2,16,46,34.8,18,27,66.7,10,36,46,26,13,3,9,14
PHX,W,239,97,35,77,45.5,6,17,35.3,21,33,63.6,6,46,52,18,6,5,14,22
CHI,W,240,120,46,99,46.5,15,34,44.1,13,18,72.2,11,33,44,26,9,4,7,20
DEN,W,265,128,40,90,44.4,11,36,30.6,37,46,80.4,17,40,57,27,2,8,17,23
CHI,W,241,113,43,82,52.4,18,34,52.9,9,13,69.2,6,34,40,30,7,1,17,17
PHI,W,239,119,48,94,51.1,14,32,43.8,9,10,90,7,37,44,36,15,5,14,24
ATL,W,241,94,41,85,48.2,11,36,30.6,1,1,100,5,47,52,33,0,3,14,15
SAS,W,240,100,40,81,49.4,6,17,35.3,14,21,66.7,8,40,48,19,8,8,8,19
CLE,W,240,98,35,85,41.2,11,26,42.3,17,23,73.9,10,40,50,21,7,1,11,12
SAC,W,240,84,35,92,38,7,24,29.2,7,14,50,13,34,47,17,9,5,10,20
GSW,W,239,117,48,89,53.9,13,28,46.4,8,9,88.9,7,38,45,31,10,7,14,14
POR,W,240,113,39,84,46.4,12,38,31.6,23,25,92,8,35,43,28,9,2,13,15
IND,W,239,111,42,86,48.8,11,28,39.3,16,21,76.2,15,25,40,23,8,4,10,12
OKC,W,241,109,41,95,43.2,9,31,29,18,25,72,14,37,51,24,13,4,18,22
UTA,W,240,121,46,76,60.5,11,28,39.3,18,25,72,6,39,45,29,8,7,16,19
DET,W,240,108,38,84,45.2,7,19,36.8,25,32,78.1,10,43,53,17,9,3,9,16
WAS,W,242,107,40,88,45.5,18,39,46.2,9,12,75,11,33,44,30,11,4,12,23
DET,W,239,115,44,85,51.8,10,24,41.7,17,22,77.3,10,33,43,24,8,5,9,15
BOS,W,240,110,40,88,45.5,7,17,41.2,23,27,85.2,8,33,41,19,6,3,5,23
BKN,W,265,110,39,91,42.9,10,35,28.6,22,28,78.6,7,40,47,28,11,5,15,24
GSW,W,242,112,41,83,49.4,9,26,34.6,21,28,75,6,36,42,28,9,6,10,18
CHI,W,239,90,30,84,35.7,14,41,34.1,16,23,69.6,11,42,53,16,11,7,16,17
PHI,W,241,101,42,95,44.2,8,38,21.1,9,13,69.2,9,44,53,34,10,6,15,18
MIN,W,240,93,35,83,42.2,8,25,32,15,17,88.2,6,38,44,14,10,6,9,13
HOU,W,240,104,35,81,43.2,14,38,36.8,20,29,69,8,31,39,22,9,7,10,12
CLE,W,240,107,43,90,47.8,10,24,41.7,11,15,73.3,9,36,45,22,6,2,10,14
DEN,W,265,126,49,94,52.1,10,30,33.3,18,21,85.7,12,46,58,27,4,5,15,24
MIL,W,266,124,45,94,47.9,11,29,37.9,23,28,82.1,8,31,39,24,14,6,12,25
POR,W,239,105,41,95,43.2,8,30,26.7,15,16,93.8,13,37,50,30,9,10,10,25
UTA,W,240,107,40,74,54.1,12,31,38.7,15,26,57.7,7,31,38,24,7,5,15,19
DET,W,240,103,41,84,48.8,6,21,28.6,15,20,75,10,34,44,26,9,3,16,14
MIA,W,239,103,37,82,45.1,7,27,25.9,22,24,91.7,7,37,44,20,7,7,17,23
SAS,W,239,103,34,81,42,13,31,41.9,22,30,73.3,14,34,48,22,13,6,16,18
IND,W,239,106,40,80,50,8,26,30.8,18,20,90,7,27,34,23,9,4,10,17
MIL,W,240,116,48,87,55.2,11,20,55,9,10,90,7,29,36,30,16,3,15,17
LAC,W,240,111,43,80,53.8,8,17,47.1,17,25,68,11,40,51,26,7,4,21,17
CLE,W,243,118,45,93,48.4,11,28,39.3,17,20,85,11,27,38,22,9,1,6,19
PHI,W,240,118,45,98,45.9,9,31,29,19,27,70.4,14,44,58,34,9,3,12,19
BKN,W,241,111,40,87,46,12,34,35.3,19,22,86.4,11,37,48,28,6,5,8,17
BOS,W,240,97,35,79,44.3,12,21,57.1,15,20,75,11,31,42,20,11,2,16,18
LAL,W,239,103,36,77,46.8,9,33,27.3,22,32,68.8,7,42,49,25,6,5,15,16
MEM,W,240,108,41,84,48.8,13,25,52,13,23,56.5,11,35,46,23,7,2,15,24
MIN,W,240,126,48,90,53.3,13,30,43.3,17,21,81,7,30,37,33,9,1,13,20
WAS,W,241,116,46,85,54.1,10,24,41.7,14,18,77.8,10,40,50,33,5,7,16,27
DAL,W,241,103,36,80,45,14,40,35,17,25,68,4,39,43,25,7,9,10,17
TOR,W,240,114,47,92,51.1,13,34,38.2,7,9,77.8,9,28,37,33,6,16,9,18
MIA,W,240,98,37,78,47.4,9,29,31,15,20,75,9,35,44,24,10,9,14,18
LAC,W,238,105,40,86,46.5,15,28,53.6,10,18,55.6,8,33,41,23,8,4,13,23
HOU,W,240,118,41,93,44.1,18,57,31.6,18,21,85.7,9,37,46,28,15,6,10,12
POR,W,240,107,44,105,41.9,10,32,31.3,9,10,90,17,30,47,20,11,7,10,17
IND,W,242,92,39,81,48.1,6,21,28.6,8,12,66.7,8,30,38,22,10,2,10,14
BOS,W,238,102,37,87,42.5,14,29,48.3,14,14,100,10,34,44,24,10,3,12,19
MEM,W,241,101,40,84,47.6,15,31,48.4,6,9,66.7,7,28,35,25,8,4,13,23
DET,W,240,112,44,100,44,13,33,39.4,11,15,73.3,10,40,50,21,4,2,7,26
PHI,W,241,123,46,91,50.5,13,29,44.8,18,25,72,14,39,53,35,6,6,17,28
CHA,W,266,137,51,93,54.8,11,28,39.3,24,28,85.7,11,32,43,25,5,4,14,12
BOS,W,241,104,40,72,55.6,12,22,54.5,12,17,70.6,3,32,35,23,9,2,15,11
LAC,W,238,117,44,95,46.3,8,18,44.4,21,27,77.8,12,32,44,17,7,5,8,16
HOU,W,238,118,44,90,48.9,20,52,38.5,10,11,90.9,6,39,45,28,7,4,11,12
UTA,W,239,110,42,87,48.3,12,28,42.9,14,18,77.8,11,36,47,27,6,8,14,16
NYK,W,241,101,41,88,46.6,6,22,27.3,13,15,86.7,10,34,44,26,10,6,14,19
CLE,W,239,121,44,87,50.6,12,28,42.9,21,26,80.8,11,38,49,25,5,2,11,21
MIL,W,240,106,42,86,48.8,9,27,33.3,13,18,72.2,9,28,37,27,6,6,10,18
IND,W,266,113,44,90,48.9,8,23,34.8,17,21,81,10,41,51,26,12,7,17,17
POR,W,239,108,42,90,46.7,9,34,26.5,15,19,78.9,18,31,49,20,8,7,13,19
HOU,W,239,114,45,93,48.4,18,47,38.3,6,8,75,5,43,48,22,10,8,19,17
PHI,W,240,120,42,88,47.7,13,37,35.1,23,36,63.9,7,44,51,33,9,10,15,29
ORL,W,241,105,37,84,44,11,30,36.7,20,27,74.1,14,40,54,29,9,8,19,18
LAL,W,240,100,35,86,40.7,13,38,34.2,17,25,68,11,33,44,19,7,2,11,20
CHA,W,239,102,35,92,38,12,25,48,20,29,69,13,49,62,21,10,4,13,14
DET,W,240,117,43,87,49.4,16,42,38.1,15,18,83.3,12,37,49,33,6,7,13,11
SAS,W,266,124,47,92,51.1,7,17,41.2,23,27,85.2,11,38,49,21,9,7,13,25
CLE,W,238,120,47,95,49.5,8,29,27.6,18,24,75,15,39,54,23,9,4,14,14
MIL,W,241,118,43,87,49.4,15,30,50,17,19,89.5,7,29,36,27,8,7,5,20
GSW,W,242,106,42,93,45.2,12,30,40,10,11,90.9,10,36,46,28,8,6,7,17
TOR,W,239,116,41,86,47.7,14,28,50,20,29,69,5,38,43,26,5,7,10,24
IND,W,240,109,43,93,46.2,11,31,35.5,12,14,85.7,14,28,42,25,6,2,9,16
BOS,W,242,105,35,77,45.5,11,18,61.1,24,26,92.3,9,36,45,22,5,4,13,18
MIN,W,241,108,35,75,46.7,10,26,38.5,28,32,87.5,6,39,45,23,6,6,14,15
DEN,W,239,108,37,85,43.5,17,34,50,17,18,94.4,7,31,38,25,5,10,10,16
OKC,W,240,105,36,84,42.9,8,26,30.8,25,33,75.8,12,39,51,17,7,1,11,23
HOU,W,265,100,35,99,35.4,12,51,23.5,18,28,64.3,12,40,52,19,9,3,12,19
NOP,W,241,128,52,95,54.7,6,24,25,18,22,81.8,8,34,42,28,13,4,9,19
PHI,W,240,118,42,89,47.2,15,37,40.5,19,24,79.2,11,45,56,30,7,5,16,15
UTA,W,240,119,46,87,52.9,12,29,41.4,15,16,93.8,8,31,39,32,11,6,11,19
CHA,W,240,140,49,92,53.3,19,40,47.5,23,27,85.2,11,42,53,25,10,4,8,17
SAC,W,240,105,43,93,46.2,10,21,47.6,9,9,100,12,39,51,28,8,9,13,18
CLE,W,240,132,47,78,60.3,15,24,62.5,23,28,82.1,4,29,33,28,3,4,9,18
LAC,W,240,127,45,86,52.3,15,30,50,22,29,75.9,16,31,47,26,12,3,19,16
PHI,W,241,119,46,84,54.8,11,31,35.5,16,20,80,4,34,38,32,8,4,14,21
NOP,W,240,96,34,79,43,8,23,34.8,20,24,83.3,10,40,50,15,4,11,18,19
MIA,W,241,119,45,81,55.6,15,34,44.1,14,19,73.7,5,27,32,31,9,2,7,17
DEN,W,240,135,51,83,61.4,20,35,57.1,13,16,81.3,8,37,45,34,9,6,17,13
CHA,W,239,111,36,94,38.3,3,16,18.8,36,47,76.6,23,45,68,18,3,2,13,16
SAS,W,241,98,39,79,49.4,7,23,30.4,13,18,72.2,12,30,42,21,7,10,15,17
DET,W,240,115,43,97,44.3,15,36,41.7,14,16,87.5,12,38,50,22,12,14,8,16
ATL,W,241,99,38,94,40.4,9,33,27.3,14,19,73.7,11,41,52,21,7,3,13,23
TOR,W,240,93,35,77,45.5,14,36,38.9,9,17,52.9,6,39,45,19,7,8,17,10
NOP,W,238,115,48,91,52.7,10,25,40,9,15,60,9,37,46,33,5,2,9,11
HOU,W,241,115,38,79,48.1,19,36,52.8,20,29,69,7,31,38,18,3,4,9,23
